NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,SOFTWARE_Id,PATENTE_Id,PRODUTO-TECNOLOGICO_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,EDITORACAO_Id,ORGANIZACAO-DE-EVENTO_Id
"Paulo A V Miranda","MIRANDA, Paulo A V","3","5251389003736909",79,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",79,,,,,,,,,,,
"Caio Ramos","C. Ramos","1","3445269184574633",80,,,,,,,,,,,
"Andre Souza","A. Souza","2","8212775960494686",80,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","3","9039182932747194",80,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",80,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","1","9039182932747194",81,,,,,,,,,,,
"Aparecido Nilceu Marana","Marana, A.N.","2","6027713750942689",81,,,,,,,,,,,
"André A Spadotto","Spadotto, A.A.","3","4659891956291035",81,,,,,,,,,,,
"Rodrigo C. Guido","Guido, R.C.","4","6542086226808067",81,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","5","",81,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","1","9039182932747194",82,,,,,,,,,,,
"Victor Hugo C. de Albuquerque","Albuquerque, V.H.C.","2","4186515742605446",82,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",82,,,,,,,,,,,
"João Manuel R.S. Tavares","Tavares, J.M.R.S.","4","3960994884239356",82,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","1","9039182932747194",83,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",83,,,,,,,,,,,
"Cesar Castelo Fernandez","Fernandez, C.C.","1","6361837767791311",84,,,,,,,,,,,
"Pedro Jussieu Rezende","Pedro Jussieu Rezende","2","5746822816259454",84,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",84,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","4","9039182932747194",84,,,,,,,,,,,
"Thiago Vallin Spina","T.V. Spina","1","1977864892800649",85,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",85,,,,,,,,,,,
"Paulo André Vechiatto Miranda","MIRANDA, Paulo André Vechiatto","1","5251389003736909",86,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",86,,,,,,,,,,,
"Guilherme Ruppert","Ruppert","3","0301981213844475",86,,,,,,,,,,,
"Paulo André V Miranda","MIRANDA, Paulo André V","1","5251389003736909",87,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",87,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","1","9039182932747194",88,,,,,,,,,,,
"Fábio Cappabianco","CAPPABIANCO, Fábio","2","7438076121387151",88,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",88,,,,,,,,,,,
"Victor Hugo C. de Albuquerque","Albuquerque, V.H.C.","1","4186515742605446",89,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","2","9039182932747194",89,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",89,,,,,,,,,,,
"Pedro P.R. Filho","Pedro P.R. Filho","4","",89,,,,,,,,,,,
"João Manuel R.S. Tavares","Tavares, J.M.R.S.","5","3960994884239356",89,,,,,,,,,,,
"Fábio A. Faria","FARIA, F. A.","1","3828728429230356",90,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","2","9039182932747194",90,,,,,,,,,,,
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","3","3790201696145434",90,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",90,,,,,,,,,,,
"Ramos, Caio César Oba","Ramos, Caio César Oba","1","3445269184574633",91,,,,,,,,,,,
"de Sousa, Andrá Nunes","de Sousa, Andrá Nunes","2","",91,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","3","9039182932747194",91,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",91,,,,,,,,,,,
"Guilherme Ruppert","Ruppert","1","0301981213844475",92,,,,,,,,,,,
"Fernanda Favretto","Favretto, F.","2","0440807845926250",92,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",92,,,,,,,,,,,
"Clarissa Yasuda","C.L. Yasuda","4","7563241826313933",92,,,,,,,,,,,
"Felipe Paulo Guazzi Bergo","BERGO, Felipe Paulo Guazzi","5","5311172857522399",92,,,,,,,,,,,
"André A Spadotto","Spadotto, A.A.","1","4659891956291035",93,,,,,,,,,,,
"Rodrigo C. Guido","Guido, R.C.","2","6542086226808067",93,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","3","9039182932747194",93,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",93,,,,,,,,,,,
"Jayaram K Udupa","UDUPA, J. K.","1","",94,,,,,,,,,,,
"Torigian, D.A.","Torigian, D.A.","10","",94,,,,,,,,,,,
"Odhner, D.","Odhner, D.","2","",94,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","3","",94,,,,,,,,,,,
"Ciesielski, K.C.","Ciesielski, K.C.","4","",94,,,,,,,,,,,
"Paulo A V Miranda","MIRANDA, Paulo A V","5","5251389003736909",94,,,,,,,,,,,
"Vaideeshhwaran, P.","Vaideeshhwaran, P.","6","",94,,,,,,,,,,,
"Mishra, S.","Mishra, S.","7","",94,,,,,,,,,,,
"George Grevera","GREVERA, G.","8","",94,,,,,,,,,,,
"Saboury, B.","Saboury, B.","9","",94,,,,,,,,,,,
"Ciesielski, K.C.","Ciesielski, K.C.","1","",95,,,,,,,,,,,
"Jayaram K Udupa","UDUPA, J. K.","2","",95,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A","3","",95,,,,,,,,,,,
"Paulo A V Miranda","MIRANDA, Paulo A V","4","5251389003736909",95,,,,,,,,,,,
"Guilherme Ruppert","Ruppert","1","0301981213844475",96,,,,,,,,,,,
"L. Teverovskiy","L. Teverovskiy","2","",96,,,,,,,,,,,
"C.P. Yu","C.P. Yu","3","",96,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",96,,,,,,,,,,,
"Y. Liu","Y. Liu","5","",96,,,,,,,,,,,
"Paulo A V Miranda","MIRANDA, Paulo A V","1","5251389003736909",97,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",97,,,,,,,,,,,
"Guilherme Ruppert","Ruppert","3","0301981213844475",97,,,,,,,,,,,
"Fábio Cappabianco","CAPPABIANCO, Fábio","4","7438076121387151",97,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","1","9039182932747194",98,,,,,,,,,,,
"C.R. Pereira","C.R. Pereira","2","9083697774870852",98,,,,,,,,,,,
"Victor Hugo C. de Albuquerque","Albuquerque, V.H.C.","3","4186515742605446",98,,,,,,,,,,,
"C.C. Silva","C.C. Silva","4","",98,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","5","",98,,,,,,,,,,,
"João Manuel R.S. Tavares","Tavares, J.M.R.S.","6","3960994884239356",98,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","1","9039182932747194",99,,,,,,,,,,,
"A. Pagnin","A. Pagnin","2","4224246555625985",99,,,,,,,,,,,
"S. Artioli","S. Artioli","3","",99,,,,,,,,,,,
"André A Spadotto","Spadotto, A.A.","4","4659891956291035",99,,,,,,,,,,,
"Rodrigo C. Guido","Guido, R.C.","5","6542086226808067",99,,,,,,,,,,,
"M. Ponti","M. Ponti","6","5041497500746910",99,,,,,,,,,,,
"Giovani Chiachia","Chiachia, G.","7","0507994043045945",99,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","8","",99,,,,,,,,,,,
"Thiago Vallin Spina","T.V. Spina","1","1977864892800649",100,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",100,,,,,,,,,,,
"Paulo A V Miranda","MIRANDA, Paulo A V","3","5251389003736909",100,,,,,,,,,,,
"RAMOS, CAIO C. O.","RAMOS, CAIO C. O.","1","",101,,,,,,,,,,,
"PAPA, JOAO P.","PAPA, JOAO P.","2","",101,,,,,,,,,,,
"SOUZA, ANDRE N.","SOUZA, ANDRE N.","3","",101,,,,,,,,,,,
"Chiachia, Giovani","Chiachia, Giovani","4","0507994043045945",101,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","5","",101,,,,,,,,,,,
"Paulo A V Miranda","MIRANDA, Paulo A V","1","5251389003736909",102,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",102,,,,,,,,,,,
"Thiago Vallin Spina","T.V. Spina","3","1977864892800649",102,,,,,,,,,,,
"Cappabianco, Fábio A. M.","Cappabianco, Fábio A. M.","1","7438076121387151",103,,,,,,,,,,,
"Jaime Ide","Ide J.","2","1414144663149679",103,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",103,,,,,,,,,,,
"C.S- Li","C.S.-Li","4","",103,,,,,,,,,,,
"Chiachia, Giovani","Chiachia, Giovani","1","0507994043045945",104,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","2","",104,,,,,,,,,,,
"Anderson Rocha","ROCHA, Anderson","3","1521815731111261",104,,,,,,,,,,,
"Paulo A V Miranda","MIRANDA, Paulo A V","1","5251389003736909",105,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",105,,,,,,,,,,,
"Fábio Cappabianco","CAPPABIANCO, Fábio","1","7438076121387151",106,,,,,,,,,,,
"Jayaram K Udupa","UDUPA, J. K.","2","",106,,,,,,,,,,,
"Guido Araújo","Araujo, Guido","3","8683914780987242",106,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",106,,,,,,,,,,,
"Jefersson Alex dos Santos","Santos, J.A.","1","2171782600728348",107,,,,,,,,,,,
"André Tavares da Silva","SILVA, A. T.","2","1668342679815086",107,,,,,,,,,,,
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","3","3790201696145434",107,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",107,,,,,,,,,,,
"Léo Pini de Magalhães","Magalhães, L.P.","5","8890614481075559",107,,,,,,,,,,,
"Rubens Lamparelli","LAMPARELLI, R.","6","5130566170893828",107,,,,,,,,,,,
"Rodrigo Nakamura","R.Y.M. Nakamura","1","8448107303335081",108,,,,,,,,,,,
"C.R. Pereira","C.R. Pereira","2","9083697774870852",108,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","3","9039182932747194",108,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",108,,,,,,,,,,,
"Priscila Tiemi Maeda Saito","SAITO, P. T. M.","1","6652293216938994",109,,,,,,,,,,,
"Pedro Jussieu Rezende","Pedro Jussieu Rezende","2","5746822816259454",109,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",109,,,,,,,,,,,
"Celso Tetsuo Nagase Suzuki","SUZUKI, Celso Tetsuo Nagase","4","9376921418115878",109,,,,,,,,,,,
"Jancarlo Ferreira Gomes","J.F. Gomes","5","6652749574384275",109,,,,,,,,,,,
"Chen-Ping Yu","C.-P. Yu","1","",110,,,,,,,,,,,
"Guilherme C.S. Ruppert","RUPPERT, G. C.S.","2","",110,,,,,,,,,,,
"Dan T. D. Nguyen","NGUYEN, D. T. D.","3","",110,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",110,,,,,,,,,,,
"Yanxi Liu","Liu, Y.","5","",110,,,,,,,,,,,
"CAPPABIANCO, FABIO A.M.","CAPPABIANCO, FABIO A.M.","1","7438076121387151",111,,,,,,,,,,,
"DE MIRANDA, PAULO A.V.","DE MIRANDA, PAULO A.V.","2","5251389003736909",111,,,,,,,,,,,
"IDE, JAIME S.","IDE, JAIME S.","3","1414144663149679",111,,,,,,,,,,,
"YASUDA, CLARISSA L.","YASUDA, CLARISSA L.","4","7563241826313933",111,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","5","",111,,,,,,,,,,,
"Adriana Iwashita","Iwashita, A.","1","",112,,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","2","9039182932747194",112,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","3","",112,,,,,,,,,,,
"Roberto de Alencar Lotufo","Lotufo, R.A.","4","9224426261471914",112,,,,,,,,,,,
"de Albuquerque, Victor Hugo C.","de Albuquerque, Victor Hugo C.","5","4186515742605446",112,,,,,,,,,,,
"Jefersson Alex dos Santos","Santos, J.A.","1","2171782600728348",113,,,,,,,,,,,
"Fábio A. Faria","FARIA, F. A.","2","3828728429230356",113,,,,,,,,,,,
"Ricardo da Silva Torres","Torres, R.da S.","3","3790201696145434",113,,,,,,,,,,,
"Philippe-Henri Gosselin","Gosselin, P-H","4","",113,,,,,,,,,,,
"Sylvie Philipp-Foliguet","Philipp-Foliguet, S.","5","",113,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","6","",113,,,,,,,,,,,
"Jefersson Alex dos Santos","Santos, J.A.","1","2171782600728348",114,,,,,,,,,,,
"Otávio Penatti","Penatti, O.","2","9435126211245735",114,,,,,,,,,,,
"Ricardo da Silva Torres","Torres, R.da S.","3","3790201696145434",114,,,,,,,,,,,
"Sylvie Philipp-Foliguet","Philipp-Foliguet, S.","4","",114,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","5","",114,,,,,,,,,,,
"Ciesielski, K.C.","Ciesielski, K.C.","1","",115,,,,,,,,,,,
"MIRANDA, P. A. V.","MIRANDA, P. A. V.","2","5251389003736909",115,,,,,,,,,,,
"Jayaram K Udupa","UDUPA, J. K.","3","",115,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","4","",115,,,,,,,,,,,
"FARIA, FABIO A.","FARIA, FABIO A.","1","3828728429230356",116,,,,,,,,,,,
"DOS SANTOS, JEFERSSON A.","DOS SANTOS, JEFERSSON A.","2","",116,,,,,,,,,,,
"TORRES, RICARDO DA S.","TORRES, RICARDO DA S.","3","",116,,,,,,,,,,,
"Anderson Rocha","ROCHA, Anderson","4","1521815731111261",116,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","5","",116,,,,,,,,,,,
"Ying Zhuge","Zhuge, Y.","1","",117,,,,,,,,,,,
"Udupa, J.K.","Udupa, J.K.","2","",117,,,,,,,,,,,
"Ciesielski, K.C.","Ciesielski, K.C.","3","",117,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","4","",117,,,,,,,,,,,
"Miranda, P.A.V.","Miranda, P.A.V.","5","5251389003736909",117,,,,,,,,,,,
"Robert W. Miller","MILLER, R. W.","6","",117,,,,,,,,,,,
"Udupa, J.K.","Udupa, J.K.","1","",118,,,,,,,,,,,
"Odhner, D.","Odhner, D.","2","",118,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","3","",118,,,,,,,,,,,
"Ciesielski, K.C.","Ciesielski, K.C.","4","",118,,,,,,,,,,,
"Miranda, P.A.V.","Miranda, P.A.V.","5","5251389003736909",118,,,,,,,,,,,
"Monica Matsumoto","Matsumoto, M.","6","",118,,,,,,,,,,,
"George J. Grevera","GREVERA, G. J.","7","",118,,,,,,,,,,,
"Babak Saboury","Saboury, B.","8","",118,,,,,,,,,,,
"Drew A. Torigian","TORIGIAN, D. A.","9","",118,,,,,,,,,,,
"Ciesielski, K.C.","Ciesielski, K.C.","1","",119,,,,,,,,,,,
"Udupa, J.K.","Udupa, J.K.","2","",119,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","3","",119,,,,,,,,,,,
"Miranda, P.A.V.","Miranda, P.A.V.","4","5251389003736909",119,,,,,,,,,,,
"SUZUKI, CELSO T. N.","SUZUKI, CELSO T. N.","1","9376921418115878",120,,,,,,,,,,,
"GOMES, JANCARLO F.","GOMES, JANCARLO F.","2","6652749574384275",120,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","3","",120,,,,,,,,,,,
"SHIMIZU, SUMIE H.","SHIMIZU, SUMIE H.","4","",120,,,,,,,,,,,
"PAPA, JOAO P.","PAPA, JOAO P.","5","",120,,,,,,,,,,,
"Andre Souza","A. Souza","1","8212775960494686",121,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","2","",121,,,,,,,,,,,
"L. Ray","RAY, L.","3","",121,,,,,,,,,,,
"SAITO, PRISCILA T. M.","SAITO, PRISCILA T. M.","1","",122,,,,,,,,,,,
"DE REZENDE, PEDRO J.","DE REZENDE, PEDRO J.","2","5746822816259454",122,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, Alexandre X.","3","",122,,,,,,,,,,,
"SUZUKI, CELSO T. N.","SUZUKI, CELSO T. N.","4","9376921418115878",122,,,,,,,,,,,
"GOMES, JANCARLO F.","GOMES, JANCARLO F.","5","6652749574384275",122,,,,,,,,,,,
"DOS SANTOS, JEFERSSON A.","DOS SANTOS, JEFERSSON A.","1","",123,,,,,,,,,,,
"PENATTI, OTAVIO A. B.","PENATTI, OTAVIO A. B.","2","",123,,,,,,,,,,,
"DA S. TORRES, RICARDO","DA S. TORRES, RICARDO","3","",123,,,,,,,,,,,
"GOSSELIN, PHILIPPE-H.","GOSSELIN, PHILIPPE-H.","4","",123,,,,,,,,,,,
"PHILIPP-FOLIGUET, SYLVIE","PHILIPP-FOLIGUET, SYLVIE","5","",123,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","6","",123,,,,,,,,,,,
"Rodrigo Nakamura","NAKAMURA, R.","1","8448107303335081",124,,,,,,,,,,,
"D. Osaku","OSAKU, D.","2","0086432334240096",124,,,,,,,,,,,
"Alexandre Levada","LEVADA, A.","3","3341441596395463",124,,,,,,,,,,,
"Fábio Cappabianco","CAPPABIANCO, F.","4","7438076121387151",124,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","5","",124,,,,,,,,,,,
"João Paulo Papa","PAPA, J. P.","6","9039182932747194",124,,,,,,,,,,,
"M. Gunther","GUNTHER, M.","1","",125,,,,,,,,,,,
"E. Vazquez-Fernandez","VAZQUEZ-FERNANDEZ, E.","10","",125,,,,,,,,,,,
"D. Tao","TAO, D.","11","",125,,,,,,,,,,,
"M. Bengherabi","BENGHERABI, M.","12","",125,,,,,,,,,,,
"David Cox","Cox, D.","13","",125,,,,,,,,,,,
"S. Kiranyaz","KIRANYAZ, S.","14","",125,,,,,,,,,,,
"DE FREITAS PEREIRA, T.","DE FREITAS PEREIRA, T.","15","",125,,,,,,,,,,,
"J. Zganec-Gros","ZGANEC-GROS, J.","16","",125,,,,,,,,,,,
"E. Argones-Rua","ARGONES-RUA, E.","17","",125,,,,,,,,,,,
"PINTO, N.","PINTO, N.","18","",125,,,,,,,,,,,
"M. Gabbouj","GABBOUJ, M.","19","",125,,,,,,,,,,,
"A. Costa-Pazo","COSTA-PAZO, A.","2","",125,,,,,,,,,,,
"F. Simoes","SIMOES, F.","20","9359353064318984",125,,,,,,,,,,,
"DOBRISEK, S.","DOBRISEK, S.","21","",125,,,,,,,,,,,
"GONZALEZ-JIMENEZ, D.","GONZALEZ-JIMENEZ, D.","22","",125,,,,,,,,,,,
"Anderson Rocha","ROCHA, A.","23","1521815731111261",125,,,,,,,,,,,
"NETO, M. ULIANI","NETO, M. ULIANI","24","",125,,,,,,,,,,,
"PAVESIC, N.","PAVESIC, N.","25","",125,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A.","26","",125,,,,,,,,,,,
"R. Violato","VIOLATO, R.","27","6446903923155522",125,,,,,,,,,,,
"S. Marcel","MARCEL, S.","28","",125,,,,,,,,,,,
"C. Ding","DING, C.","3","",125,,,,,,,,,,,
"E. Boutellaa","BOUTELLAA, E.","4","",125,,,,,,,,,,,
"Giovani Chiachia","Chiachia, G.","5","0507994043045945",125,,,,,,,,,,,
"H. Zhang","ZHANG, H.","6","",125,,,,,,,,,,,
"DE ASSIS ANGELONI, M.","DE ASSIS ANGELONI, M.","7","",125,,,,,,,,,,,
"V. Struc","STRUC, V.","8","",125,,,,,,,,,,,
"E. Khoury","KHOURY, E.","9","",125,,,,,,,,,,,
"RAUBER, PAULO E.","RAUBER, PAULO E.","1","",126,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","2","",126,,,,,,,,,,,
"Spina, Thiago V.","Spina, Thiago V.","3","",126,,,,,,,,,,,
"DE REZENDE, PEDRO J.","DE REZENDE, PEDRO J.","4","5746822816259454",126,,,,,,,,,,,
"Jefersson Alex dos Santos","Santos, J.A.","1","2171782600728348",127,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","2","",127,,,,,,,,,,,
"Ricardo da Silva Torres","Torres, R.da S.","3","3790201696145434",127,,,,,,,,,,,
"Philippe-Henri Gosselin","Gosselin, P-H","4","",127,,,,,,,,,,,
"Sylvie Philipp-Foliguet","Philipp-Foliguet, S.","5","",127,,,,,,,,,,,
"Daniel Osaku","D. Osaku","1","0086432334240096",128,,,,,,,,,,,
"Rodrigo Nakamura","NAKAMURA, R.","2","8448107303335081",128,,,,,,,,,,,
"Papa, J. P.","Papa, J. P.","3","9039182932747194",128,,,,,,,,,,,
"Alexandre Levada","LEVADA, A.","4","3341441596395463",128,,,,,,,,,,,
"Fábio Cappabianco","CAPPABIANCO, F.","5","7438076121387151",128,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","6","",128,,,,,,,,,,,
"Chiachia, Giovani","Chiachia, Giovani","1","0507994043045945",129,,,,,,,,,,,
"PINTO, NICOLAS","PINTO, NICOLAS","2","",129,,,,,,,,,,,
"SCHWARTZ, WILLIAM","SCHWARTZ, WILLIAM","3","",129,,,,,,,,,,,
"Anderson Rocha","ROCHA, Anderson","4","1521815731111261",129,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, ALEXANDRE","5","",129,,,,,,,,,,,
"COX, DAVID","COX, DAVID","6","",129,,,,,,,,,,,
"AMORIM, WILLIAN PARAGUASSU","AMORIM, WILLIAN PARAGUASSU","1","8746409982228678",130,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, Alexandre Xavier","2","",130,,,,,,,,,,,
"CARVALHO, MARCELO HENRIQUES DE","CARVALHO, MARCELO HENRIQUES DE","3","",130,,,,,,,,,,,
"VARGAS, JOHN E.","VARGAS, JOHN E.","1","",131,,,,,,,,,,,
"SAITO, PRISCILA T. M.","SAITO, PRISCILA T. M.","2","",131,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","3","",131,,,,,,,,,,,
"REZENDE, PEDRO J. DE","REZENDE, PEDRO J. DE","4","",131,,,,,,,,,,,
"SANTOS, JEFERSSON A. DOS","SANTOS, JEFERSSON A. DOS","5","",131,,,,,,,,,,,
"MENOTTI, D.","MENOTTI, D.","1","6692968437800167",132,,,,,,,,,,,
"Giovani Chiachia","Chiachia, G.","2","0507994043045945",132,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","3","",132,,,,,,,,,,,
"NETO, V. J. OLIVEIRA","NETO, V. J. OLIVEIRA","4","",132,,,,,,,,,,,
"Nikolas Moya","MOYA, N.","1","",133,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","2","",133,,,,,,,,,,,
"Ciesielski, K.C.","Ciesielski, K.C.","3","",133,,,,,,,,,,,
"Udupa, J.K.","Udupa, J.K.","4","",133,,,,,,,,,,,
"Renzo Phellan","PHELLAN, R.","1","",134,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","2","",134,,,,,,,,,,,
"Jayaram K Udupa","UDUPA, J. K.","3","",134,,,,,,,,,,,
"Thiago Vallin Spina","T.V. Spina","1","1977864892800649",135,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","2","",135,,,,,,,,,,,
"SAITO, PRISCILA T.M.","SAITO, PRISCILA T.M.","1","",136,,,,,,,,,,,
"AMORIM, WILLIAN P.","AMORIM, WILLIAN P.","2","",136,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","3","",136,,,,,,,,,,,
"REZENDE, PEDRO J. DE","REZENDE, PEDRO J. DE","4","",136,,,,,,,,,,,
"SUZUKI, CELSO T.N.","SUZUKI, CELSO T.N.","5","9376921418115878",136,,,,,,,,,,,
"GOMES, JANCARLO F.","GOMES, JANCARLO F.","6","6652749574384275",136,,,,,,,,,,,
"CARVALHO, MARCELO H. DE","CARVALHO, MARCELO H. DE","7","",136,,,,,,,,,,,
"ROSA, GUSTAVO H.","ROSA, GUSTAVO H.","1","",137,,,,,,,,,,,
"COSTA, KELTON A.P.","COSTA, KELTON A.P.","2","",137,,,,,,,,,,,
"JUNIOR, LEANDRO A. PASSOS","JUNIOR, LEANDRO A. PASSOS","3","",137,,,,,,,,,,,
"PAPA, JOAO P.","PAPA, JOAO P.","4","",137,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE X.","5","",137,,,,,,,,,,,
"TAVARES, JOAO MANUEL R.S.","TAVARES, JOAO MANUEL R.S.","6","3960994884239356",137,,,,,,,,,,,
"YU, CHEN-PING","YU, CHEN-PING","1","",138,,,,,,,,,,,
"RUPPERT, GUILHERME","RUPPERT, GUILHERME","2","",138,,,,,,,,,,,
"COLLINS, ROBERT","COLLINS, ROBERT","3","",138,,,,,,,,,,,
"NGUYEN, DAN","NGUYEN, DAN","4","",138,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, ALEXANDRE","5","",138,,,,,,,,,,,
"LIU, YANXI","LIU, YANXI","6","",138,,,,,,,,,,,
"Andre Souza","A. Souza","1","8212775960494686",139,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A","2","",139,,,,,,,,,,,
"RAY, LAWRENCE","RAY, LAWRENCE","3","",139,,,,,,,,,,,
"Renzo Phellan","PHELLAN, R.","1","",140,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","2","",140,,,,,,,,,,,
"Jayaram K Udupa","UDUPA, J. K.","3","",140,,,,,,,,,,,
"VARGAS, J. E.","VARGAS, J. E.","1","",141,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A. X.","2","",141,,,,,,,,,,,
"DOS SANTOS, J. A.","DOS SANTOS, J. A.","3","",141,,,,,,,,,,,
"ESQUERDO, J. C. D. M.","ESQUERDO, J. C. D. M.","4","",141,,,,,,,,,,,
"COUTINHO, A. C.","COUTINHO, A. C.","5","",141,,,,,,,,,,,
"ANTUNES, J. F. G.","ANTUNES, J. F. G.","6","",141,,,,,,,,,,,
"Paulo Eduardo Rauber","Rauber, P.E.","1","",142,,,,,,,,,,,
"Renato Rodrigues Oliveira da Silva","Silva, R.R.O. da","2","",142,,,,,,,,,,,
"Sander Feringa","Feringa, S.","3","",142,,,,,,,,,,,
"M. Emre Celebi","CELEBI, M. E.","4","",142,,,,,,,,,,,
