NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,SOFTWARE_Id,PATENTE_Id,PRODUTO-TECNOLOGICO_Id,PROCESSOS-OU-TECNICAS_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,ORGANIZACAO-DE-EVENTO_Id,PROGRAMA-DE-RADIO-OU-TV_Id,MIDIA-SOCIAL-WEBSITE-BLOG_Id,DEMAIS-TRABALHOS_Id
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,21,,,,,
"Michel Gonçalves Pinheiro","PINHEIRO, Michel Gonçalves","2","",,,,,,,,,,,21,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,,,,0,,,,
"CARLOS MANUEL PORTELA","PORTELA, C. M.","2","3563809681641435",,,,,,,,,,,,0,,,,
"Allan Alves Montanari","MONTANARI, Allan Alves","3","",,,,,,,,,,,,0,,,,
"Alessandra Camara","Camara, Alessandra","4","",,,,,,,,,,,,0,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","1","5092857787801476",,,,,,,,,,,,1,,,,
"Maria Cristina Dias Tavares","Tavares, M.C.","2","",,,,,,,,,,,,1,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,,,,2,,,,
"ELSON COSTA GOMES","Gomes, E.","2","5542263961476284",,,,,,,,,,,,2,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,,,,3,,,,
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","2","3563809681641435",,,,,,,,,,,,3,,,,
"Ricardo Torquato Borges","Borges, R. T.","3","3673940631540319",,,,,,,,,,,,3,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","1","5092857787801476",,,,,,,,,,,,4,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","2","",,,,,,,,,,,,4,,,,
"João Bosco Gertrudes","GERTRUDES, João Bosco","1","2755740550497444",,,,,,,,,,,,5,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","2","",,,,,,,,,,,,5,,,,
"Jonas Lemos Talaysis","Talaysis, J. L.","1","",,,,,,,,,,,,6,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","2","",,,,,,,,,,,,6,,,,
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","3","3563809681641435",,,,,,,,,,,,6,,,,
"Alessandra Camara","Camara, Alessandra","4","",,,,,,,,,,,,6,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","1","",,,,,,,,,,,,7,,,,
"Ricardo Torquato Borges","Borges, R. T.","2","3673940631540319",,,,,,,,,,,,7,,,,
"Gilmário Barbosa dos Santos","Santos, G. B.","1","2957755655265658",,,,,,,,,,,,8,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","2","",,,,,,,,,,,,8,,,,
"Tozzi, Clesio","Tozzi, Clesio","3","",,,,,,,,,,,,8,,,,
"Mestas, Patricia","Mestas, Patricia","1","5092857787801476",,,,,,,,,,,,9,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","2","",,,,,,,,,,,,9,,,,
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","1","3563809681641435",,,,,,,,,,,,10,,,,
"Alessandra Camara","Camara, Alessandra","2","",,,,,,,,,,,,10,,,,
"Ricardo Gonçalves","Gonçalves, Ricardo","3","",,,,,,,,,,,,10,,,,
"Marcelo Guimarães","GUIMARAES, M.","4","",,,,,,,,,,,,10,,,,
"Orsino Oliveira","Oliveira, Orsino","5","",,,,,,,,,,,,10,,,,
"José Carlos da Rocha","Rocha, J. C.","6","",,,,,,,,,,,,10,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","7","",,,,,,,,,,,,10,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","1","",,,,,,,,,,,,11,,,,
"Jonas Lemos Talaisys","Talaisys, J. L.","2","",,,,,,,,,,,,11,,,,
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","3","3563809681641435",,,,,,,,,,,,11,,,,
"Alessandra Camara","Camara, Alessandra","4","",,,,,,,,,,,,11,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,,,0,,,
"German Samorodov","SAMORODOV, G.","10","",,,,,,,,,,,,,0,,,
"Qingmin Li","LI, Q.","11","",,,,,,,,,,,,,0,,,
"Lei Qi","QI, L.","12","",,,,,,,,,,,,,0,,,
"Camilo Machado Junior","Machado Junior, Camilo","2","",,,,,,,,,,,,,0,,,
"ELSON COSTA GOMES","Gomes, E.","3","5542263961476284",,,,,,,,,,,,,0,,,
"João Bosco Gertrudes","GERTRUDES, João Bosco","4","2755740550497444",,,,,,,,,,,,,0,,,
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","5","3537147442008055",,,,,,,,,,,,,0,,,
"Renzo Fabian","Fabian, R.","6","",,,,,,,,,,,,,0,,,
"Antônio Carlos Siqueira de Lima","LIMA, Antônio Carlos Siqueira de","7","",,,,,,,,,,,,,0,,,
"Luis Carlos Pereira da Silva","SILVA, Luis Carlos Pereira da","8","",,,,,,,,,,,,,0,,,
"Maurício Aredes","AREDES, Maurício","9","",,,,,,,,,,,,,0,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,,,,,,0,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,,,,,,1,,
"Jeverson Barbiere","BARBIERE, J.","2","",,,,,,,,,,,,,,1,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","1","",,,,,,,,,,,,,,,0,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,,,,,,0
